Date,Product_Category,Discount_Percent,Revenue
2019-03-24,Home & Kitchen,0,669.87
2019-03-25,Electronics,0,1608.77
2019-03-25,Clothing,15,1401.51
2019-03-25,Home & Kitchen,0,748.06
2019-03-26,Electronics,0,1478.45
2019-03-26,Clothing,0,984.1
2019-03-26,Home & Kitchen,0,636.59
2019-03-27,Electronics,0,1540.85
2019-03-27,Clothing,5,1081.81
2019-03-27,Home & Kitchen,10,862.21
2019-03-28,Electronics,10,1801.14
2019-03-28,Clothing,10,1081.96
2019-03-28,Home & Kitchen,0,725.27
2019-03-29,Electronics,5,1515.19
2019-03-29,Clothing,10,1081.35
2019-03-29,Home & Kitchen,10,638.79
2019-03-30,Electronics,0,1645.14
2019-03-30,Clothing,15,1097.21
2019-03-30,Home & Kitchen,5,721.77
2019-03-31,Electronics,5,1645.95
2019-03-31,Clothing,5,1010.95
2019-03-31,Home & Kitchen,0,689.55
2019-04-01,Electronics,0,1405.64
2019-04-01,Clothing,0,942.41
2019-04-01,Home & Kitchen,0,777.71
2019-04-02,Electronics,10,1754.0
2019-04-02,Clothing,10,1021.23
2019-04-02,Home & Kitchen,5,793.35
2019-04-03,Electronics,5,1543.31
2019-04-03,Clothing,0,1166.05
2019-04-03,Home & Kitchen,0,895.46
2019-04-04,Electronics,5,1456.39
2019-04-04,Clothing,0,1010.62
2019-04-04,Home & Kitchen,0,768.62
2019-04-05,Electronics,0,1465.96
2019-04-05,Clothing,0,945.25
2019-04-05,Home & Kitchen,0,673.03
2019-04-06,Electronics,15,1684.02
2019-04-06,Clothing,0,757.57
2019-04-06,Home & Kitchen,20,975.53
2019-04-07,Electronics,0,1550.79
2019-04-07,Clothing,15,1150.53
2019-04-07,Home & Kitchen,15,796.87
2019-04-08,Electronics,10,1609.69
2019-04-08,Clothing,20,1413.75
2019-04-08,Home & Kitchen,0,917.85
2019-04-09,Electronics,10,1606.49
2019-04-09,Clothing,5,958.03
2019-04-09,Home & Kitchen,5,747.82
2019-04-10,Electronics,10,1632.27
2019-04-10,Clothing,0,893.93
2019-04-10,Home & Kitchen,5,820.45
2019-04-11,Electronics,5,1572.5
2019-04-11,Clothing,0,967.1
2019-04-11,Home & Kitchen,0,695.69
2019-04-12,Electronics,10,1738.97
2019-04-12,Clothing,10,1036.3
2019-04-12,Home & Kitchen,5,1037.06
2019-04-13,Electronics,0,1528.74
2019-04-13,Clothing,0,1016.79
2019-04-13,Home & Kitchen,0,804.69
2019-04-14,Electronics,15,1896.55
2019-04-14,Clothing,0,948.39
2019-04-14,Home & Kitchen,0,814.72
2019-04-15,Electronics,0,1566.12
2019-04-15,Clothing,5,1161.73
2019-04-15,Home & Kitchen,0,728.86
2019-04-16,Electronics,15,1833.3
2019-04-16,Clothing,5,990.6
2019-04-16,Home & Kitchen,0,532.85
2019-04-17,Electronics,10,1504.92
2019-04-17,Clothing,15,1160.63
2019-04-17,Home & Kitchen,0,845.13
2019-04-18,Electronics,10,1672.51
2019-04-18,Clothing,0,1024.37
2019-04-18,Home & Kitchen,0,812.78
2019-04-19,Electronics,0,1562.71
2019-04-19,Clothing,5,1182.97
2019-04-19,Home & Kitchen,15,820.53
2019-04-20,Electronics,0,1552.15
2019-04-20,Clothing,0,1158.82
2019-04-20,Home & Kitchen,15,909.47
2019-04-21,Electronics,0,1640.47
2019-04-21,Clothing,0,963.38
2019-04-21,Home & Kitchen,0,852.27
2019-04-22,Electronics,10,1760.3
2019-04-22,Clothing,10,945.41
2019-04-22,Home & Kitchen,0,783.98
2019-04-23,Electronics,0,1528.83
2019-04-23,Clothing,5,1141.79
2019-04-23,Home & Kitchen,5,811.73
2019-04-24,Electronics,10,1927.3
2019-04-24,Clothing,0,1186.06
2019-04-24,Home & Kitchen,20,966.09
2019-04-25,Electronics,10,1687.97
2019-04-25,Clothing,10,994.66
2019-04-25,Home & Kitchen,5,812.07
2019-04-26,Electronics,20,1824.13
2019-04-26,Clothing,5,1312.11
2019-04-26,Home & Kitchen,0,808.28
2019-04-27,Electronics,0,1618.87
2019-04-27,Clothing,0,949.57
2019-04-27,Home & Kitchen,0,841.11
2019-04-28,Electronics,20,1582.05
2019-04-28,Clothing,0,1134.86
2019-04-28,Home & Kitchen,5,711.83
2019-04-29,Electronics,0,1399.23
2019-04-29,Clothing,0,992.94
2019-04-29,Home & Kitchen,5,874.12
2019-04-30,Electronics,0,1496.05
2019-04-30,Clothing,5,956.52
2019-04-30,Home & Kitchen,20,958.73
2019-05-01,Electronics,0,1300.09
2019-05-01,Clothing,20,1087.55
2019-05-01,Home & Kitchen,5,656.74
2019-05-02,Electronics,10,1532.93
2019-05-02,Clothing,0,908.52
2019-05-02,Home & Kitchen,0,705.5
2019-05-03,Electronics,0,1636.99
2019-05-03,Clothing,0,809.29
2019-05-03,Home & Kitchen,10,897.86
2019-05-04,Electronics,5,1183.06
2019-05-04,Clothing,5,848.25
2019-05-04,Home & Kitchen,0,710.37
2019-05-05,Electronics,15,1572.01
2019-05-05,Clothing,0,972.78
2019-05-05,Home & Kitchen,10,722.81
2019-05-06,Electronics,0,1373.04
2019-05-06,Clothing,10,1003.08
2019-05-06,Home & Kitchen,0,693.0
2019-05-07,Electronics,0,1389.87
2019-05-07,Clothing,0,906.97
2019-05-07,Home & Kitchen,10,723.93
2019-05-08,Electronics,0,1357.08
2019-05-08,Clothing,10,1035.47
2019-05-08,Home & Kitchen,0,715.28
2019-05-09,Electronics,10,1452.28
2019-05-09,Clothing,15,964.26
2019-05-09,Home & Kitchen,0,523.02
2019-05-10,Electronics,15,1763.47
2019-05-10,Clothing,15,933.85
2019-05-10,Home & Kitchen,0,608.37
2019-05-11,Electronics,5,1524.64
2019-05-11,Clothing,5,824.7
2019-05-11,Home & Kitchen,5,549.15
2019-05-12,Electronics,20,1601.51
2019-05-12,Clothing,10,1109.18
2019-05-12,Home & Kitchen,10,755.9
2019-05-13,Electronics,5,1664.52
2019-05-13,Clothing,0,987.23
2019-05-13,Home & Kitchen,0,561.16
2019-05-14,Electronics,0,1390.08
2019-05-14,Clothing,0,757.04
2019-05-14,Home & Kitchen,5,779.69
2019-05-15,Electronics,10,1471.09
2019-05-15,Clothing,0,972.69
2019-05-15,Home & Kitchen,0,852.05
2019-05-16,Electronics,10,1675.05
2019-05-16,Clothing,0,904.19
2019-05-16,Home & Kitchen,0,770.66
2019-05-17,Electronics,5,1414.2
2019-05-17,Clothing,10,1031.86
2019-05-17,Home & Kitchen,0,537.6
2019-05-18,Electronics,0,1300.16
2019-05-18,Clothing,10,1069.4
2019-05-18,Home & Kitchen,5,549.14
2019-05-19,Electronics,10,1527.53
2019-05-19,Clothing,0,937.9
2019-05-19,Home & Kitchen,0,750.76
2019-05-20,Electronics,0,1228.08
2019-05-20,Clothing,5,797.04
2019-05-20,Home & Kitchen,10,857.71
2019-05-21,Electronics,0,1397.98
2019-05-21,Clothing,5,932.51
2019-05-21,Home & Kitchen,10,603.2
2019-05-22,Electronics,15,1546.96
2019-05-22,Clothing,10,903.22
2019-05-22,Home & Kitchen,5,817.45
2019-05-23,Electronics,0,1248.07
2019-05-23,Clothing,5,943.38
2019-05-23,Home & Kitchen,15,875.17
2019-05-24,Electronics,10,1579.87
2019-05-24,Clothing,10,966.63
2019-05-24,Home & Kitchen,5,787.79
2019-05-25,Electronics,0,1461.85
2019-05-25,Clothing,0,933.38
2019-05-25,Home & Kitchen,10,803.66
2019-05-26,Electronics,20,1634.67
2019-05-26,Clothing,20,1216.91
2019-05-26,Home & Kitchen,15,785.46
2019-05-27,Electronics,0,1239.48
2019-05-27,Clothing,0,970.1
2019-05-27,Home & Kitchen,0,585.75
2019-05-28,Electronics,10,1645.79
2019-05-28,Clothing,0,961.26
2019-05-28,Home & Kitchen,10,566.03
2019-05-29,Electronics,0,1466.78
2019-05-29,Clothing,10,1040.3
2019-05-29,Home & Kitchen,0,761.34
2019-05-30,Electronics,10,1522.7
2019-05-30,Clothing,20,1226.32
2019-05-30,Home & Kitchen,5,656.16
2019-05-31,Electronics,5,1540.98
2019-05-31,Clothing,20,1135.39
2019-05-31,Home & Kitchen,10,590.82
2019-06-01,Electronics,10,1144.14
2019-06-01,Clothing,0,769.96
2019-06-01,Home & Kitchen,0,519.52
2019-06-02,Electronics,0,1006.63
2019-06-02,Clothing,10,759.26
2019-06-02,Home & Kitchen,0,583.43
2019-06-03,Electronics,15,1297.44
2019-06-03,Clothing,20,1190.97
2019-06-03,Home & Kitchen,0,533.61
2019-06-04,Electronics,20,1556.71
2019-06-04,Clothing,5,1002.11
2019-06-04,Home & Kitchen,0,548.25
2019-06-05,Electronics,0,1140.11
2019-06-05,Clothing,10,830.4
2019-06-05,Home & Kitchen,20,703.19
2019-06-06,Electronics,15,1342.66
2019-06-06,Clothing,10,762.64
2019-06-06,Home & Kitchen,10,694.36
2019-06-07,Electronics,0,1162.34
2019-06-07,Clothing,0,1035.74
2019-06-07,Home & Kitchen,5,723.78
2019-06-08,Electronics,0,1163.75
2019-06-08,Clothing,0,858.38
2019-06-08,Home & Kitchen,15,744.35
2019-06-09,Electronics,5,1368.36
2019-06-09,Clothing,0,625.15
2019-06-09,Home & Kitchen,0,474.27
2019-06-10,Electronics,10,1235.91
2019-06-10,Clothing,0,799.17
2019-06-10,Home & Kitchen,10,311.92
2019-06-11,Electronics,5,1172.98
2019-06-11,Clothing,15,1052.39
2019-06-11,Home & Kitchen,5,516.82
2019-06-12,Electronics,0,1224.0
2019-06-12,Clothing,10,910.56
2019-06-12,Home & Kitchen,15,730.56
2019-06-13,Electronics,15,1451.5
2019-06-13,Clothing,10,980.85
2019-06-13,Home & Kitchen,10,813.17
2019-06-14,Electronics,0,1162.97
2019-06-14,Clothing,10,796.64
2019-06-14,Home & Kitchen,0,641.83
2019-06-15,Electronics,5,1300.04
2019-06-15,Clothing,0,881.78
2019-06-15,Home & Kitchen,20,571.06
2019-06-16,Electronics,10,1395.33
2019-06-16,Clothing,5,704.98
2019-06-16,Home & Kitchen,10,686.66
2019-06-17,Electronics,5,1219.86
2019-06-17,Clothing,20,1080.9
2019-06-17,Home & Kitchen,20,575.85
2019-06-18,Electronics,0,1217.55
2019-06-18,Clothing,0,840.85
2019-06-18,Home & Kitchen,0,563.7
2019-06-19,Electronics,5,1277.46
2019-06-19,Clothing,0,751.99
2019-06-19,Home & Kitchen,15,702.78
2019-06-20,Electronics,20,1476.71
2019-06-20,Clothing,0,747.42
2019-06-20,Home & Kitchen,0,586.9
2019-06-21,Electronics,10,1116.48
2019-06-21,Clothing,10,709.9
2019-06-21,Home & Kitchen,20,679.35
2019-06-22,Electronics,5,1137.01
2019-06-22,Clothing,10,862.23
2019-06-22,Home & Kitchen,10,772.19
2019-06-23,Electronics,0,1331.05
2019-06-23,Clothing,20,937.76
2019-06-23,Home & Kitchen,20,605.3
2019-06-24,Electronics,5,1137.27
2019-06-24,Clothing,0,966.01
2019-06-24,Home & Kitchen,20,809.79
2019-06-25,Electronics,0,1179.34
2019-06-25,Clothing,0,807.42
2019-06-25,Home & Kitchen,0,577.06
2019-06-26,Electronics,15,1430.55
2019-06-26,Clothing,0,797.11
2019-06-26,Home & Kitchen,15,760.77
2019-06-27,Electronics,15,1452.25
2019-06-27,Clothing,10,785.56
2019-06-27,Home & Kitchen,0,632.32
2019-06-28,Electronics,20,1564.92
2019-06-28,Clothing,5,889.14
2019-06-28,Home & Kitchen,0,637.5
2019-06-29,Electronics,5,1184.26
2019-06-29,Clothing,0,725.92
2019-06-29,Home & Kitchen,5,628.57
2019-06-30,Electronics,0,1136.54
2019-06-30,Clothing,5,939.58
2019-06-30,Home & Kitchen,0,582.7
2019-07-01,Electronics,5,1002.18
2019-07-01,Clothing,10,850.35
2019-07-01,Home & Kitchen,15,477.14
2019-07-02,Electronics,10,1119.58
2019-07-02,Clothing,0,622.9
2019-07-02,Home & Kitchen,0,750.2
2019-07-03,Electronics,10,1119.74
2019-07-03,Clothing,5,626.37
2019-07-03,Home & Kitchen,0,513.77
2019-07-04,Electronics,0,1002.1
2019-07-04,Clothing,0,606.81
2019-07-04,Home & Kitchen,5,634.39
2019-07-05,Electronics,0,1082.33
2019-07-05,Clothing,0,707.55
2019-07-05,Home & Kitchen,10,481.15
2019-07-06,Electronics,0,1201.2
2019-07-06,Clothing,15,817.79
2019-07-06,Home & Kitchen,10,503.05
2019-07-07,Electronics,15,1281.9
2019-07-07,Clothing,0,691.45
2019-07-07,Home & Kitchen,15,681.51
2019-07-08,Electronics,5,1111.13
2019-07-08,Clothing,10,966.25
2019-07-08,Home & Kitchen,0,406.84
2019-07-09,Electronics,10,1069.07
2019-07-09,Clothing,10,1044.5
2019-07-09,Home & Kitchen,10,551.34
2019-07-10,Electronics,0,907.22
2019-07-10,Clothing,10,804.43
2019-07-10,Home & Kitchen,0,619.1
2019-07-11,Electronics,10,1110.93
2019-07-11,Clothing,10,561.57
2019-07-11,Home & Kitchen,0,419.84
2019-07-12,Electronics,20,1067.82
2019-07-12,Clothing,10,948.17
2019-07-12,Home & Kitchen,5,372.2
2019-07-13,Electronics,5,1013.72
2019-07-13,Clothing,20,869.29
2019-07-13,Home & Kitchen,10,435.62
2019-07-14,Electronics,10,1162.16
2019-07-14,Clothing,20,747.44
2019-07-14,Home & Kitchen,0,542.38
2019-07-15,Electronics,5,1041.85
2019-07-15,Clothing,0,664.33
2019-07-15,Home & Kitchen,5,641.74
2019-07-16,Electronics,0,904.44
2019-07-16,Clothing,0,711.92
2019-07-16,Home & Kitchen,20,692.73
2019-07-17,Electronics,0,895.42
2019-07-17,Clothing,10,592.41
2019-07-17,Home & Kitchen,0,482.76
2019-07-18,Electronics,0,810.48
2019-07-18,Clothing,15,807.42
2019-07-18,Home & Kitchen,5,600.39
2019-07-19,Electronics,10,982.8
2019-07-19,Clothing,0,764.71
2019-07-19,Home & Kitchen,5,657.75
2019-07-20,Electronics,15,1209.27
2019-07-20,Clothing,15,911.87
2019-07-20,Home & Kitchen,0,477.31
2019-07-21,Electronics,0,964.91
2019-07-21,Clothing,5,700.91
2019-07-21,Home & Kitchen,20,508.5
2019-07-22,Electronics,0,961.12
2019-07-22,Clothing,0,680.93
2019-07-22,Home & Kitchen,20,625.93
2019-07-23,Electronics,15,1218.25
2019-07-23,Clothing,5,503.91
2019-07-23,Home & Kitchen,10,854.78
2019-07-24,Electronics,0,926.15
2019-07-24,Clothing,10,812.43
2019-07-24,Home & Kitchen,20,639.66
2019-07-25,Electronics,5,1005.93
2019-07-25,Clothing,15,836.72
2019-07-25,Home & Kitchen,15,494.78
2019-07-26,Electronics,20,1220.91
2019-07-26,Clothing,10,948.34
2019-07-26,Home & Kitchen,15,541.61
2019-07-27,Electronics,20,1230.75
2019-07-27,Clothing,10,640.33
2019-07-27,Home & Kitchen,10,627.84
2019-07-28,Electronics,0,942.84
2019-07-28,Clothing,10,777.66
2019-07-28,Home & Kitchen,20,712.51
2019-07-29,Electronics,10,1096.76
2019-07-29,Clothing,5,770.44
2019-07-29,Home & Kitchen,5,571.06
2019-07-30,Electronics,0,1124.69
2019-07-30,Clothing,10,805.0
2019-07-30,Home & Kitchen,10,689.98
2019-07-31,Electronics,0,993.86
2019-07-31,Clothing,5,586.2
2019-07-31,Home & Kitchen,10,396.63
2019-08-01,Electronics,0,732.96
2019-08-01,Clothing,0,561.8
2019-08-01,Home & Kitchen,0,461.08
2019-08-02,Electronics,10,907.04
2019-08-02,Clothing,10,426.46
2019-08-02,Home & Kitchen,15,442.43
2019-08-03,Electronics,5,887.22
2019-08-03,Clothing,0,590.16
2019-08-03,Home & Kitchen,0,588.65
2019-08-04,Electronics,5,750.24
2019-08-04,Clothing,10,719.37
2019-08-04,Home & Kitchen,10,546.07
2019-08-05,Electronics,20,1040.61
2019-08-05,Clothing,20,749.79
2019-08-05,Home & Kitchen,0,425.23
2019-08-06,Electronics,0,943.54
2019-08-06,Clothing,5,534.7
2019-08-06,Home & Kitchen,0,345.69
2019-08-07,Electronics,15,830.26
2019-08-07,Clothing,10,691.05
2019-08-07,Home & Kitchen,10,428.19
2019-08-08,Electronics,0,729.55
2019-08-08,Clothing,0,495.23
2019-08-08,Home & Kitchen,5,521.42
2019-08-09,Electronics,10,993.1
2019-08-09,Clothing,0,498.43
2019-08-09,Home & Kitchen,20,672.68
2019-08-10,Electronics,5,925.13
2019-08-10,Clothing,0,639.35
2019-08-10,Home & Kitchen,10,502.45
2019-08-11,Electronics,15,993.07
2019-08-11,Clothing,0,632.27
2019-08-11,Home & Kitchen,10,603.47
2019-08-12,Electronics,20,1035.79
2019-08-12,Clothing,0,666.87
2019-08-12,Home & Kitchen,0,374.03
2019-08-13,Electronics,15,1203.42
2019-08-13,Clothing,0,509.33
2019-08-13,Home & Kitchen,10,710.8
2019-08-14,Electronics,0,764.45
2019-08-14,Clothing,10,615.96
2019-08-14,Home & Kitchen,0,489.47
2019-08-15,Electronics,0,1010.69
2019-08-15,Clothing,5,784.1
2019-08-15,Home & Kitchen,0,590.06
2019-08-16,Electronics,5,764.11
2019-08-16,Clothing,20,752.04
2019-08-16,Home & Kitchen,5,389.09
2019-08-17,Electronics,5,1030.28
2019-08-17,Clothing,20,820.99
2019-08-17,Home & Kitchen,0,474.38
2019-08-18,Electronics,5,879.23
2019-08-18,Clothing,0,482.08
2019-08-18,Home & Kitchen,0,372.99
2019-08-19,Electronics,0,812.33
2019-08-19,Clothing,15,684.32
2019-08-19,Home & Kitchen,0,547.22
2019-08-20,Electronics,10,987.91
2019-08-20,Clothing,5,504.5
2019-08-20,Home & Kitchen,10,365.18
2019-08-21,Electronics,20,1135.38
2019-08-21,Clothing,10,846.02
2019-08-21,Home & Kitchen,5,475.96
2019-08-22,Electronics,20,997.79
2019-08-22,Clothing,0,493.08
2019-08-22,Home & Kitchen,5,529.26
2019-08-23,Electronics,0,1046.58
2019-08-23,Clothing,0,561.48
2019-08-23,Home & Kitchen,10,435.14
2019-08-24,Electronics,0,747.52
